Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A452XW72	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	179	PF02181	2..120
A0A452XW73	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	1107	PF02181	679..1048
A0A452XW74	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	203	PF02181	57..190
A0A452XW77	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	228	PF02181	18..169
A0A452XW79	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	1401	PF02181	973..1342
A0A452XWE5	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	283	PF02181	56..275
A0A452XWF0	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	128	PF02181	1..109
A0A452ZHZ7	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	236	PF02181	1..179
A0A452ZI24	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	274	PF02181	6..217
A0A452ZI32	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	326	PF02181	1..269
A0A452ZI40	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	248	PF02181	66..241
A0A452ZI51	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	502	PF02181	66..445
A0A453ACM8	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	344	PF02181	2..271
A0A453ACN2	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	566	PF02181	95..493
A0A453ACN3	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	271	PF02181	1..198
A0A453ACN5	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	316	PF02181	184..292
A0A453ACQ1	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	982	PF02181	512..909
A0A453ACR9	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	315	PF02181	2..242
A0A453ACS8	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	355	PF02181	179..353
A0A453B620	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	754	PF02181	322..689
A0A453B625	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	336	PF02181	3..334
A0A453B630	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	157	PF02181	2..92
A0A453B650	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	782	PF02181	322..655
A0A453B653	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	246	PF02181	3..181
A0A453B658	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	106	PF02181	1..105
A0A453B663	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	1650	PF02181	1218..1585
A0A453B668	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	491	PF02181	323..453
A0A453B6C4	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	449	PF02181	281..411
A0A453B6C9	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	199	PF02181	10..198
A0A453B6D6	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	783	PF02181	323..656
A0A453B6E0	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	307	PF02181	2..242
A0A453B6J6	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	511	PF02181	284..500
A0A453B6J7	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	544	PF02181	44..467
A0A453B6K0	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	268	PF02181	1..218
A0A453B6K2	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	162	PF02181	5..148
A0A453B6K5	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	181	PF02181	17..116
A0A453B6L0	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	739	PF02181	271..662
A0A453B6V0	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	766	PF02181	324..715
A0A453B6V5	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	301	PF02181	7..224
A0A453B6W1	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	321	PF02181	1..282
A0A453B775	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	772	PF02181	329..720
A0A453BC61	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	307	PF02181	19..235
A0A453BC66	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	543	PF02181	435..533
A0A453BC81	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	674	PF02181	489..668
A0A453BCH5	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	118	PF02181	1..112
A0A453BCI1	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	972	PF02181	516..912
A0A453BCN1	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	527	PF02181	98..494
A0A453BCN8	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	957	PF02181	489..885
A0A453BCZ2	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	461	PF02181	276..455
A0A453C570	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	567	PF02181	449..551
A0A453C586	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	746	PF02181	353..723
A0A453C5A3	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	220	PF02181	2..197
A0A453C5B1	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	487	PF02181	94..464
A0A453CJS1	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	384	PF02181	219..367
A0A453CJT1	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	442	PF02181	218..438
A0A453CJT6	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	111	PF02181	1..100
A0A453CJT7	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	349	PF02181	141..335
A0A453CJU1	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	170	PF02181	1..169
A0A453CJU2	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	295	PF02181	218..293
A0A453CJU5	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	495	PF02181	218..494
A0A453CJU6	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	369	PF02181	5..338
A0A453CJV0	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	496	PF02181	219..495
A0A453CJV6	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	486	PF02181	219..475
A0A453CJW2	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	66	PF02181	2..55
A0A453CJX7	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	621	PF02181	218..590
A0A453CK16	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	201	PF02181	1..170
A0A453CK20	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	415	PF02181	218..404
A0A453CK25	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	851	PF02181	525..820
A0A453CK30	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	180	PF02181	1..157
A0A453CK51	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	647	PF02181	219..557
A0A453CK75	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	383	PF02181	218..366
A0A453CK83	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	583	PF02181	218..577
A0A453CK88	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	122	PF02181	1..120
A0A453CKA3	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	485	PF02181	218..474
A0A453G507	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	316	PF02181	111..296
A0A453G598	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	909	PF02181	451..853
A0A453G5D6	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	859	PF02181	401..803
A0A453G5I0	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	248	PF02181	1..192
A0A453IPJ8	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	402	PF02181	20..348
A0A453IQ52	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	233	PF02181	1..179
A0A453IQ56	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	886	PF02181	451..832
A0A453IQ58	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	236	PF02181	57..234
A0A453IQ62	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	153	PF02181	46..144
A0A453IQG1	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	323	PF02181	1..269
A0A453IQG4	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	460	PF02181	40..422
A0A453IQQ9	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	531	PF02181	101..477
A0A453JVZ2	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	346	PF02181	3..318
A0A453JW22	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	326	PF02181	67..319
A0A453JW24	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	217	PF02181	1..169
A0A453JW73	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	243	PF02181	3..236
A0A453JW77	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	266	PF02181	1..218
A0A453JW82	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	222	PF02181	51..174
A0A453JWD6	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	332	PF02181	1..284
A0A453JWJ2	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	117	PF02181	7..89
A0A453LC79	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	185	PF02181	35..180
A0A453LC95	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	740	PF02181	295..688
A0A453LCD0	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	379	PF02181	31..327
A0A453LCH9	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	417	PF02181	7..365
A0A453NEG1	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	850	PF02181	400..798
A0A453NEG3	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	801	PF02181	351..749
A0A453NEG5	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	795	PF02181	345..743
A0A453NEM3	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	195	PF02181	28..143
A0A453NEM8	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	828	PF02181	378..776
A0A453NEQ1	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	704	PF02181	254..652
A0A453NF49	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	836	PF02181	386..784
A0A453PL92	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	481	PF02181	5..384
A0A453PLD9	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	757	PF02181	245..660
A0A453PLG0	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	290	PF02181	2..199
A0A453PLH0	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	494	PF02181	1..397
A0A453PLJ8	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	330	PF02181	2..233
A0A453PVY0	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	591	PF02181	199..450,449..545
A0A453PVZ0	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	376	PF02181	201..374
A0A453PVZ2	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	87	PF02181	15..86
A0A453PW55	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	183	PF02181	8..95,94..142
A0A453PW58	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	365	PF02181	9..324
A0A453PW59	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	88	PF02181	2..30
A0A453PW60	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	192	PF02181	6..188
A0A453PW63	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	450	PF02181	200..450
A0A453PW64	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	617	PF02181	201..571
A0A453PW66	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	427	PF02181	201..420
A0A453PW68	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	368	PF02181	201..348
A0A453PW69	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	182	PF02181	15..136
A0A453PW71	unreviewed	Formin-like protein	200361	Aegilops tauschii subsp. strangulata	329	PF02181	1..283
A0A453PW72	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	428	PF02181	198..419
A0A453PW76	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	391	PF02181	190..385
A0A453PW81	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	265	PF02181	1..219
A0A453PW87	unreviewed	FH2 domain-containing protein	200361	Aegilops tauschii subsp. strangulata	426	PF02181	201..422
A0A455ACK6	unreviewed	formin-like protein 2 isoform X3	9755	Physeter macrocephalus	1086	PF02181	617..982
A0A455AIR4	unreviewed	FH1/FH2 domain-containing protein 3 isoform X1	9755	Physeter macrocephalus	1623	PF02181	1079..1446
A0A455AN45	unreviewed	protein diaphanous homolog 2 isoform X2	9755	Physeter macrocephalus	1120	PF02181	635..1008
A0A455AN49	unreviewed	protein diaphanous homolog 2 isoform X9	9755	Physeter macrocephalus	917	PF02181	635..912
A0A455ANC0	unreviewed	protein diaphanous homolog 2 isoform X6	9755	Physeter macrocephalus	1090	PF02181	635..1008
A0A455APT5	unreviewed	protein diaphanous homolog 2 isoform X8	9755	Physeter macrocephalus	933	PF02181	635..913
A0A455AQ81	unreviewed	protein diaphanous homolog 2 isoform X7	9755	Physeter macrocephalus	1033	PF02181	635..1008
A0A455AW87	unreviewed	FH1/FH2 domain-containing protein 1 isoform X4	9755	Physeter macrocephalus	996	PF02181	450..817
A0A455AWJ4	unreviewed	FH1/FH2 domain-containing protein 1 isoform X1	9755	Physeter macrocephalus	1101	PF02181	555..922
A0A455AXI3	unreviewed	FH1/FH2 domain-containing protein 1 isoform X3	9755	Physeter macrocephalus	1075	PF02181	529..896
A0A455AYG2	unreviewed	FH1/FH2 domain-containing protein 1 isoform X2	9755	Physeter macrocephalus	1086	PF02181	540..907
A0A455B1Y6	unreviewed	protein diaphanous homolog 2 isoform X4	9755	Physeter macrocephalus	1102	PF02181	635..1008
A0A455B1Z1	unreviewed	protein diaphanous homolog 2 isoform X10	9755	Physeter macrocephalus	913	PF02181	635..913
A0A455B4X6	unreviewed	formin-like protein 3	9755	Physeter macrocephalus	748	PF02181	518..748
A0A455BAC1	unreviewed	FH2 domain-containing protein	9755	Physeter macrocephalus	889	PF02181	343..710
A0A455BEB2	unreviewed	FH2 domain-containing protein	9755	Physeter macrocephalus	266	PF02181	31..164
A0A455BHY8	unreviewed	FH2 domain-containing protein	9755	Physeter macrocephalus	625	PF02181	87..451
A0A455BJU4	unreviewed	protein diaphanous homolog 1 isoform X3	9755	Physeter macrocephalus	1193	PF02181	715..1090
A0A455BMM7	unreviewed	protein diaphanous homolog 1 isoform X1	9755	Physeter macrocephalus	1235	PF02181	733..1108
A0A455BU30	unreviewed	inverted formin-2 isoform X3	9755	Physeter macrocephalus	1059	PF02181	538..900
A0A455BWT3	unreviewed	inverted formin-2 isoform X4	9755	Physeter macrocephalus	976	PF02181	538..900
A0A455C1Q3	unreviewed	formin-like protein 1 isoform X1	9755	Physeter macrocephalus	997	PF02181	530..895
A0A455C758	unreviewed	disheveled-associated activator of morphogenesis 1 isoform X2	9755	Physeter macrocephalus	1078	PF02181	601..983
A0A455C8B6	unreviewed	inverted formin-2 isoform X2	9755	Physeter macrocephalus	1212	PF02181	538..900
A0A480F0T5	unreviewed	Formin-like protein 3 isoform X4	9823	Sus scrofa	1028	PF02181	562..926
A0A480HF90	unreviewed	Formin-like protein 1 isoform X1	9823	Sus scrofa	479	PF02181	8..373
A0A480HR20	unreviewed	Formin-like protein 3 isoform X4	9823	Sus scrofa	977	PF02181	511..875
A0A480IM41	unreviewed	Formin-like protein 3 isoform X4	9823	Sus scrofa	977	PF02181	511..875
A0A480IRA2	unreviewed	Formin-like protein 3 isoform X4	9823	Sus scrofa	1028	PF02181	562..926
A0A480IV78	unreviewed	Formin-like protein 3 isoform X1	9823	Sus scrofa	842	PF02181	376..740
A0A480KCP9	unreviewed	Disheveled-associated activator of morphogenesis 2 isoform 1	9823	Sus scrofa	1008	PF02181	596..969
A0A480KET8	unreviewed	Disheveled-associated activator of morphogenesis 2 isoform X4	9823	Sus scrofa	1017	PF02181	596..978
A0A480LCB3	unreviewed	Formin-like protein 1 isoform X3	9823	Sus scrofa	1116	PF02181	645..1010
A0A480LJ00	unreviewed	Disheveled-associated activator of morphogenesis 2	9823	Sus scrofa	827	PF02181	596..780
A0A480NS84	unreviewed	FH2 domain-containing protein	9823	Sus scrofa	489	PF02181	47..422
A0A480P6Z1	unreviewed	FH2 domain-containing protein	9823	Sus scrofa	577	PF02181	8..373
A0A480P8H1	unreviewed	Formin-like protein 1 isoform X2	9823	Sus scrofa	475	PF02181	8..373
A0A480PG86	unreviewed	Formin-like protein 3 isoform X4	9823	Sus scrofa	1024	PF02181	558..922
A0A480PGD3	unreviewed	Formin-like protein 3 isoform X4	9823	Sus scrofa	1025	PF02181	559..923
A0A480PUQ9	unreviewed	FH2 domain-containing protein	9823	Sus scrofa	609	PF02181	143..507
A0A480RHY5	unreviewed	Formin-like protein 2 isoform X5	9823	Sus scrofa	1095	PF02181	618..983
A0A480S7E2	unreviewed	Formin-like protein 3 isoform 2	9823	Sus scrofa	976	PF02181	511..875
A0A480S9U3	unreviewed	FH1/FH2 domain-containing protein 3 isoform 3	9823	Sus scrofa	1279	PF02181	735..1102
A0A480SBI5	unreviewed	FH1/FH2 domain-containing protein 3 isoform 3	9823	Sus scrofa	1271	PF02181	735..1102
A0A480SU87	unreviewed	Formin-like protein 1 isoform X3	9823	Sus scrofa	1106	PF02181	635..1000
A0A480SXX0	unreviewed	Formin-like protein 2 isoform X1	9823	Sus scrofa	1107	PF02181	636..1001
A0A480T1G5	unreviewed	Formin-like protein 1 isoform X8	9823	Sus scrofa	1122	PF02181	651..1016
A0A480TBW1	unreviewed	Formin-like protein 3 isoform 2	9823	Sus scrofa	975	PF02181	510..874
A0A480TDN2	unreviewed	Formin-like protein 3 isoform X4	9823	Sus scrofa	976	PF02181	510..874
A0A480TES2	unreviewed	Formin-like protein 3 isoform 1	9823	Sus scrofa	1027	PF02181	562..926
